14 31 100.000000

15 0 0.000000
15 1 3.651356
15 2 7.278632
15 3 10.859220
15 4 14.373453
15 5 17.805571
15 6 21.144457
15 7 24.383648
15 8 27.521591
15 9 30.561106
15 10 33.508921
15 11 36.375158
15 12 39.172659
15 13 41.916472
15 14 44.623526
15 15 47.311734
15 16 50.000000
15 17 52.707463
15 18 55.453354
15 19 58.256457
15 20 61.134738
15 21 64.104550
15 22 67.180307
15 23 70.373404
15 24 73.691643
15 25 77.138446
15 26 80.711896
15 27 84.404204
15 28 88.201460
15 29 92.083916
15 30 96.026439
15 31 100.000000

16 0 0.000000
16 1 3.973561
16 2 7.916084
16 3 11.798540
16 4 15.595796
16 5 19.288104
16 6 22.861554
16 7 26.308357
16 8 29.626596
16 9 32.819693
16 10 35.895450
16 11 38.865262
16 12 41.743543
16 13 44.546646
16 14 47.292537
16 15 50.000000
16 16 52.688266
16 17 55.376474
16 18 58.083528
16 19 60.827341
16 20 63.624842
16 21 66.491079
16 22 69.438894
16 23 72.478409
